AuthorsWhoPublishedContinually
Abdellatif Zaidi
Tobias Scheffer
Vesselin P. Jilkov
Vijay Varadharajan
Václav Snásel
Wen Gao 0001
Wentong Cai 0001
Wouter Joosen
Xin Li
Yaakov Bar-Shalom
Yo-Sung Ho
Yoshitaka Sakurai
Akinori Abe
Alex X. Liu
Andrew B. Kahng
Baoyu Zheng
Benjamin Doerr
Byung Ro Moon
Carlos A. Coello Coello
Carlos Toro 0001
Carsten Witt
Cheng-Shang Chang
Cosmin Munteanu
D. F. Wong
Daniel Cremers
Dirk Thierens
Dong Xuan
Duan-Shin Lee
Enrique Alba
Farid N. Najm
Frans Coenen
Franz Rothlauf
François X. Sillion
Frederic T. Stahl
Gabriela Ochoa
Gary B. Wills
Gerhard Sagerer
Heinrich Niemann
Hisao Ishibuchi
Homer H. Chen
Hongzi Zhu
Huazhong Yang
Imran A. Zualkernan
James H. Anderson
Jason Cong
Jianping Wang 0001
Jie Gao 0001
Jie Wu 0001
Jonathan E. Fieldsend
Juan Carlos Augusto
Juan Julián Merelo Guervós
Julian F. Miller
Jun Zhang 0003
Junsong Yuan
Kaushik Roy 0001
Kazumi Nakamatsu
Kenneth A. De Jong
Kenneth O. Stanley
Krishnendu Chakrabarty
L. Darrell Whitley
Lang Tong
Lei Wang
Lianfeng Shen
Lui Sha
Madjid Merabti
Makoto Yokoo
Marcus A. Magnor
Mark Harman
Martin Pielot
Masashi Kawaguchi
Maxim Buzdalov
Mengjie Zhang
Michael Affenzeller
Miodrag Potkonjak
Naohiro Ishii
Ness B. Shroff
Nobuo Suzuki
Ondrej Krejcar
Paloma Díaz
Peng Li 0001
Peng-Jun Wan
Petra Schubert
Przemyslaw Kazienko
Qun Li
R. Venkatesha Prasad
Reiner Hähnle
Risto Miikkulainen
Robert Wille
Roberto de Alencar Lotufo
Roger Clarke
Rong Chai
Sabine Graf
Sachin S. Sapatnekar
Shao-Yi Chien
Shaojie Tang
Shigang Chen
Stephan M. Winkler
Steven J. E. Wilton
T. V. Lakshman
Tadanori Mizuno
Thorsten Wuest
Una-May O'Reilly
Volker Stich
Wayne Luk
Weisi Lin
Wenjun Zeng
Xiang-Yang Li 0001
Xiaoying Gan
Xuemin Shen
Yanmin Zhu
Yu Wang 0002
Yueh-Min Huang
Yusheng Ji
Abraham Duarte
Alfons Kemper
Anatolij Dvurecenskij
Daniel Deutch
David P. Woodruff
Elad Hazan
Emanuele Borgonovo
Emilio Ferrara
Enrique Alba
Francisco Herrera
Gheorghe Paun
Gilbert Laporte
Gregory Levitin
Hartmut Ehrig
Henryk Wozniakowski
Iasson Karafyllis
Ioan-Iovitz Popescu
Ivan Chajda
Jeffrey G. Andrews
Jian Chen
Jianwei Niu 0002
Jiawei Han 0001
Jin-Kao Hao
Joel J. P. C. Rodrigues
Juan Julián Merelo Guervós
Jun Zhang
Lei Chen 0002
Lianfeng Shen
Lorenzo Rosasco
Magdalena Balazinska
Mengjie Zhang
Michael I. Jordan
Michael S. Lew
Mihaela van der Schaar
Min Chen 0003
Nathan Srebro
Nenad Mladenovic
Oscar Castillo 0001
Patricia Melin
Pei-Chann Chang
Rafael Martí
Rui Zhang 0006
Samuel Madden
T. Aaron Gulliver
Tamer Basar
Tofigh Allahviranloo
Walid Saad
Xiaohu Ge
Xin Wang
Yonina C. Eldar
Alexandre Graell i Amat
Alexandros G. Dimakis
Andrea Goldsmith
Andrea Montanari
Animashree Anandkumar
Aram Galstyan
B. Sundar Rajan
Babak Hassibi
Cees G. M. Snoek
Chengfei Liu
Damien Chablat
David P. Woodruff
Dimitris S. Papailiopoulos
Douglas J. Leith
Emilio Ferrara
Fei Sha
Florent Krzakala
Hanif D. Sherali
Helmut Bölcskei
Honggang Zhang
James Worrell 0001
Jeffrey G. Andrews
Jiawei Han 0001
Jie Tang 0001
Junsong Yuan
Kai-Kit Wong
King Ngi Ngan
Kristina Lerman
Kwan-Liu Ma
Lei Chen 0002
Lingyang Song
Maarten Löffler
Manuel Cebrián
Mark Schmidt 0001
Martin Roetteler
Meng Wang 0001
Michael Chertkov
Michael I. Jordan
Mihaela van der Schaar
Ming-Syan Chen
Nina Narodytska
Nitin H. Vaidya
Pascal Frossard
Peter J. Mucha
Prosenjit Bose
Rahul Vaze
Ravi Tandon
Reinhard Heckel
Rui Zhang 0006
Rüdiger L. Urbanke
Saket Saurabh 0001
Shie Mannor
Subbarao Kambhampati
Svetha Venkatesh
Venkatesan Guruswami
Vincent Y. F. Tan
Wenping Wang
Xiaofei He 0001
Xuemin Lin 0001
Yao Zhao 0001
Zi Huang
Alessandra Monerris
Allan Aasbjerg Nielsen
Anand Raghunathan
Andrea Monti Guarnieri
Angel Roman
Anthony Ephremides
Ariel Felner
Bernhard Preim
Bessam Abdulrazak
Biao Zhang 0001
Bilge Mutlu
Birte Glimm
Chao Wang 0004
Charles W. Krueger
Chein-I Chang
Chris D. Nugent
Christian Micheloni
Chu-Ren Huang
Chunsheng Li
Danilo Beuche
David G. Goodenough
Di Zhu 0001
Duk-jin Kim
Eduardo Santana de Almeida
Fabio Baselice
Fabrizio Lombardini
Ferdinando Nunziata
Florence Tupin
Francesco Casu
Franz Baader
Gabriele Moser
Gerhard Krieger
Giampaolo Ferraioli
Giovanni Macelloni
Grant E. Weddell
Guangjian Yan
Guoqing Sun
Haiguang Yang
Hosni Ghedira
Hua Wu 0001
Huazhong Ren
Hyuk Park 0001
Ina Schaefer
Irena Hajnsek
Jan Nouza
Jan Platos
Jianyu Yang
Jiawei Han 0001
Jindi Wang
Johan E. S. Fransson
Juha Lemmetyinen
Junichi Takaku
Jörg Hoffmann 0001
K. Olaf Niemann
Kaizhi Wang
Kenneth R. Fleischmann
Kewal K. Saluja
Klaus Schmid
Krzysztof Czarnecki
Kun-Shan Chen
Lars M. H. Ulander
Leila Guerriero
Ling Tong
Liping Di
Luca Baldini
Léon J. M. Rothkrantz
Maarten de Rijke
Maciej J. Soja
Mahesh Mehendale
Makoto Ikeda
Malcolm Davidson
Malte Helmert
Marc Rodriguez-Cassola
Marc Schoenauer
Marco Brogioni
Maria Fox
Martin Becker 0002
Maurizio Lenzerini
Maurizio Migliaccio
Mauro Dalla Mura
Maxim Likhachev
Maya Cakmak
Meeyoung Cha
Melba M. Crawford
Mengjie Zhang
Mihai Datcu
Mihir Bellare
Motoyuki Sato
Mounir Mokhtari
N. Ranganathan
Naoto Ebuchi
Naoto Yokoya
Nathan R. Sturtevant
Paolo Ferrazzoli
Paolo Gamba
Parimal Pal Chaudhuri
Pascale Dubois-Fernandez
Patrik Haslum
Paul C. Clements
Paul Scheunders
Qi Wang
Qiang Liu 0009
Qiming Qin
Qinhuo Liu
Riccardo Lanari
Riko Oki
Roni Stern
Satoshi Tsuchida
Scott Hensley
Selma Sabanovic
Senem Velipasalar
Solace Shen
Soo Chin Liew
Surya S. Durbha
Ulrike Sattler
Verónica González-Gambau
Wei Guo
Wei Yang 0004
Wen Hong
Wen Yang 0001
Wheeler Ruml
William J. Emery
Wolfgang Utschick
Xiaofeng Li 0001
Xiaolong Dong
Yang Liu
Yevgeniy Dodis
Ying Li
Yixian Tang
Yoshio Yamaguchi
Yu Zhang
Yulin Huang
Yvo Desmedt
Zhao-Liang Li
Albert Y. Zomaya
Alexander Okhotin
Benjamin Doerr
Binhai Zhu
C. Dianne Martin
Changjun Jiang
Cheng-Zhong Xu 0001
Daizhan Cheng
Dan Feng 0001
Daniel Reidenbach
Daniël Paulusma
David Alan Grier
Dhiraj K. Pradhan
Er-Wei Bai
Fawang Liu
Frank L. Lewis
Gang Feng 0001
George E. Karniadakis
George S. Axelby
Geyong Min
Gheorghe Paun
Hiroshi Nagamochi
Houqiang Li
Huanshui Zhang
Huijun Gao
Håkan Hjalmarsson
J. Ian Munro
Jan Nordström
Jeffrey O. Shallit
Jie Wu 0001
José L. Sánchez 0002
Kazuhisa Makino
Kun Xu 0001
Leah Epstein
Leonid M. Fridman
Leslie Greengard
Lihua Xie
Luca Zaccarian
Maarten de Rijke
Mehdi Dehghan 0002
Michael Dumbser
Mihaela van der Schaar
Mikhail J. Shashkov
Mukesh Singhal
Nasib S. Gill
Neal Leavitt
Nicholas Zabaras
Nicola Santoro
Nikolaus A. Adams
Oscar H. Ibarra
Patrick Jenny
Peter G. Neumann
Prithviraj Banerjee
Rami G. Melhem
Roberto Baldoni
Saket Saurabh 0001
San Ling
Shao-Yi Chien
Shui Yu
Takehiro Ito
Timothy Mark Pinkston
Torsten Söderström
Viktor K. Prasanna
Weisong Shi
William Y. C. Chen
Xiang-Yang Li 0001
Xiangyu Hu 0002
Xuelong Li
Zongli Lin
Bao-Liang Lu
Dan Klein
Jamal Bentahar
Jessica J. Fridrich
Larry Rudolph
Liang-Jie Zhang
Masaaki Nagata
Masao Utiyama
Min Zhang 0005
Ming Zhou 0001
Mirella Lapata
Ping Wah Wong
Thierry Pun
Xiaojun Wan 0001
Aggelos K. Katsaggelos
Aleksandra Mojsilovic
Alessandra Orsoni
Aljoscha Smolic
Aly A. Farag
Anastasios N. Venetsanopoulos
Anil C. Kokaram
Anthony J. Yezzi
Augusto Sarti
David C. Munson Jr.
Edward J. Delp
Faouzi Kossentini
Frank Maurer
Gian Luca Foresti
Hiroshi Nagamochi
Hugues Talbot
Jason H. Moore
Jean-Christophe Pesquet
Jing Dong 0003
Jiwu Huang
John Leaney
José M. F. Moura
Junsong Yuan
Kenneth Rose
Lawrence Hunter
Lina J. Karam
Marc Antonini
Martin Vetterli
Matthieu Cord
Miroslav Svéda
Narendra Ahuja
Nicolas Thome
Patrick Le Callet
Paul W. Fieguth
Pengwei Hao
Rama Chellappa
Robert Wille
Scott T. Acton
Shih-Fu Chang
Soo-Chang Pei
Takao Nishizeki
Teri E. Klein
Thomas Sikora
Tieniu Tan
Tim O'Neill
Touradj Ebrahimi
Viera Stopjaková
Vishal M. Patel
Vittorio Murino
Yunhong Wang
A Min Tjoa
Alberto H. F. Laender
Alessandro Bozzon
Alfredo Vellido
Amaury Lendasse
Amit Konar
Amit Sahai
Anand Raghunathan
Antonio Mucherino
Anupam Chattopadhyay
Arpita Ghosh
Autilia Vitiello
Carlos A. Coello Coello
Christian Bizer
Christian Sandor
David A. Basin
David I. August
Davide Anguita
Didier Stricker
Diederik Verkest
Enrico Macii
Ernesto Damiani
Francisco Herrera
Franco Fummi
François Poulet
Fulvio Corno
Gary Marchionini
Georges G. E. Gielen
Giovanni Acampora
Hana Kubátová
Hannu Tenhunen
Hans Jochen Scholl
Hisao Ishibuchi
Huaikou Miao
Hussein A. Abbass
Ingmar Weber
Ismael Sanz
J. Stephen Downie
James M. Keller
Jan Schmidt
Jean-Luc Danger
Jian Wang
Jiawei Han 0001
Jon Yngve Hardeberg
Jonathan Katz
Jonathan M. Garibaldi
Josep Torrellas
José Antonio Lozano
João Paulo Carvalho
Katsuhiro Honda
Kazumi Saito
Ke Tang
Kees Goossens
Kris Gaj
Krishnendu Chakrabarty
Lijuan Wang
Luca Benini
László T. Kóczy
Marcin Paprzycki
Mark D. Fairchild
Masatoshi Yoshikawa
Masoud Daneshtalab
Mehdi Baradaran Tahoori
Mei-Hui Wang
Mengjie Zhang
Michael Biehl
Michael N. Vrahatis
Michael S. Hsiao
Michel Verleysen
Miklós Telek
Mohand Boughanem
Muhammad Shafique 0001
Nam Sung Kim
Naoyuki Kubota
Ning Zhong 0001
Olivier Pivert
Oscar Castillo 0001
Pascal Poncelet
Patricia Melin
Patty Kostkova
Piotr Gaj
Qing Liu
Rainer Leupers
Ralf Borndörfer
Robert G. Reynolds
Robert Wille
Ruhul A. Sarker
Sander Stuijk
Sandra A. Sandri
Sang-Wook Kim
Stefan Wagner 0001
Stephen W. Keckler
Steven Feiner
Stéphane Lallich
Sung-Bae Cho
Takahiko Horiuchi
Tim Berners-Lee
Ulf Schlichtmann
Viktor K. Prasanna
Vincenzo Loia
Wayne Luk
Xiaowei Li 0001
Yannis Charalabidis
Yanzhi Wang
Yeong-Ho Ha
Yew-Soon Ong
Yiran Chen
Zdenek Kotásek
Zebo Peng
Aggelos K. Katsaggelos
Andrew B. Whinston
Antoni Buades
Aseem Agarwala
Benny Sudakov
Bernhard Thomaszewski
Bing-Yu Chen
Brenda K. Wiederhold
Carsten Thomassen
Chin-Teng Lin
Christian Theobalt
Daniel Cremers
David J. Hill 0001
Denis Zorin
Derek Bradley
Diego Gutierrez
Doug L. James
Dov M. Gabbay
Eitan Grinspun
Eli Shechtman
Evangelos Kalogerakis
Fabio Pellacini
Fernando de Goes
Gabriel Peyré
Greg Turk
Hong-June Park
Huijun Gao
Hujun Bao
Jacob Fox
Jae-Yoon Sim
Jean-Michel Morel
Jehee Lee
Jian Wang
Jianfei Cai 0001
Jieqing Feng
John G. Kollias
Jovan Popovic
Julien Pettré
Jun Wang
Jun Wang 0002
Jun Zhang
Kaoru Hirota
Keshab K. Parhi
Kun Zhou
Ligang Liu
Marc Alexa
Marcus A. Magnor
Maria Chudnovsky
Markus H. Gross
Meng Wang 0001
Michael A. Henning
Michael Elad
Michael K. Ng
Michael Wimmer
Ming-Hsuan Yang 0001
Noga Alon
Oliver Deussen
Pamela C. Cosman
Peter Frankl
Ping Tan
Rama Chellappa
Ramesh Raskar
Ruofeng Tong 0001
Seyed Mahmoud Sheikholeslami
Soo-Chang Pei
Szymon Rusinkiewicz
Tamy Boubekeur
Thomas A. Funkhouser
Tomoyuki Nishita
Tsuyoshi Funaki
Un-Ku Moon
Wei Li
Weisi Lin
Wenping Wang
Wilmot Li
Xiaoyang Zeng
Xuelong Li
Yang Liu
Yiying Tong
Yizhou Yu
Yunong Zhang
Yuru Zhang
Zhang Yi 0001
Zhou Wang
Zoltán Füredi
Arnold Baca
Balázs Imreh
Bram Nauta
Chao Wang 0004
David Kahn
Edgar Sánchez-Sinencio
Frank L. Lewis
Gilbert Held
Graham Kendall
Guangcai Sun
James Won-Ki Hong
Jayaram K. Udupa
Jeffrey A. Fessler
Jianyu Yang
Jochem Verrelst
Kimon P. Valavanis
Kofi A. A. Makinwa
Kung Fu Ng
Lei Wang
Liangpei Zhang
Louis Kruh
Mengjie Zhang
Pascal Hitzler
Radko Mesiar
Rui Paulo Martins
Shunlin Liang
Warren B. Powell
Wiro J. Niessen
Xiangrong Zhang
Xin Liu
Yew-Soon Ong
Yong Wang
Yongqun He
Yulin Huang
Zheng Bao
Admir Barolli
Adrien Bartoli
Aggelos K. Katsaggelos
Ahmad-Reza Sadeghi
Alfredo Cuzzocrea
Ana Maria Mendonça
Andreas S. Andreou
Benjamin Lok
Christopher J. Taylor 0001
David Z. Pan
Emanuel Sallinger
Evgenii V. Vorozhtsov
Gal A. Kaminka
George A. Vouros
Guido Boella
Hao Chen
Jean-Christophe Pesquet
Jean-Pierre Desclés
Jeffrey S. Rosenschein
Jessica J. Fridrich
Joaquim Filipe
Julian A. Padget
Kate Larson
Klaus P. Jantke
Lei Wang
Lin Padgham
Linqiang Pan
Luc Van Gool
Lucinéia Heloisa Thom
Makoto Ikeda
Makoto Takizawa 0001
Makoto Yokoo
Manuel Kauers
Marc Moonen
Maria Cecília Calani Baranauskas
Marian Gheorghe 0001
Marin Litoiu
Mario Piattini
Milind Tambe
Mohab Safey El Din
Mónica F. Bugallo
Nicholas R. Jennings
Ochbadrakh Chuluunbaatar
Peter McBurney
Petrica C. Pop
Philip H. S. Torr
Pinar Yolum
Reinhard Pichler
Roman Barták
Saeid Sanei
Salvador Eugenio C. Caoili
Sandip Sen
Sarit Kraus
Shaogang Gong
Stefan Schulz 0001
Stefan Voß
Sung-Bae Cho
Sven Koenig
Taghi M. Khoshgoftaar
Tomoya Enokido
Tullio Vardanega
Vasile Rus
Vladimir P. Gerdt
Wei Li
William Eberle
Abbas Jamalipour
Abraham O. Fapojuwo
Ajay Kapur
Andreas Butz
Andrew P. McPherson
Antonio Krüger
Ariel D. Procaccia
Bernhard Thalheim
Beth Simon
Bonnie E. John
Carman Neustaedter
Cees G. M. Snoek
Chen Zhao
Chris Harrison 0001
Christophe Hurter
Chun Yu
Clifford A. Shaffer
Daniel Wigdor
Darren Gergle
David R. Karger
Dusit Niyato
Ed H. Chi
Elizabeth D. Mynatt
Eric Horvitz
Fan Yang
Fan-Tien Cheng
Fanny Chevalier
Feiping Nie 0001
François Guimbretière
Geehyuk Lee
Georg Essl
George G. Robertson
Geri Gay
Giulio Jacucci
Ian Oakley
James A. Storer
Jean-Michel Fourneau
Jennifer Mankoff
Jingshan Li
Jinwen Ma
Joanna McGrenere
John Williamson
Juan Pablo Hourcade
Jun Wang
Jörg Müller 0001
Katharina Reinecke
Leah Findlater
Lennart E. Nacke
Li Shang
Lijing Tan
Lynda Mokdad
Mary Czerwinski
Matthias Scheutz
Michael S. Bernstein
Miklós Telek
Mohand Boughanem
Nathalie Henry Riche
Nicolas Ducheneaut
Nihal Pekergin
Owen L. Astrachan
Patrick Gallinari
Pattie Maes
Paul Marshall
Peter B. Luh
Phoebe Sengers
Pierre Dragicevic
Pourang Irani
Prashan Premaratne
Premkumar T. Devanbu
Reda A. Ammar
Robert E. Kraut
Robert J. K. Jacob
Sartaj Sahni
Shaowen Bardzell
Shaun W. Lawson
Shigeru Shimamoto
Shlomo Zilberstein
Shumin Zhai
Shwetak N. Patel
Stephen A. Brewster
Stuart K. Card
Subbarao Kambhampati
Svetlana Yarosh
Sylvain Malacria
Tieniu Tan
Tiffany Barnes
Tuomas Sandholm
Volker Wulf
Wayne Luk
Wei Li
Xiaojun Bi
Xin Liu
Yang Li
Yanning Zhang
Yasushi Kiyoki
Ying Xu
Yong Wang
Youn-Kyung Lim
Yu Zhang
Yunhong Wang
Adelinde M. Uhrmacher
Admir Barolli
Adriano J. C. Moreira
Afonso Ferreira
Alan Hanjalic
Albert Y. Zomaya
Alexander G. Hauptmann
Alexander Verbraeck
Alfredo Cuzzocrea
Amy J. C. Trappey
Anne Benoit
Anthony A. Maciejewski
Arthur H. M. ter Hofstede
Averill M. Law
Barry L. Nelson
Behrooz A. Shirazi
Bernice E. Rogowitz
Bin Li
Carl K. Chang
Charles M. Macal
Chong-Wah Ngo
Claudio Bettini
Darren J. Kerbyson
David A. Bader
David M. Nicol
David P. Woodruff
Dazhi Huang
Demetrios Zeinalipour-Yazti
Diana Inkpen
Didier El Baz
Domenico Cotroneo
Eduardo Monari
Emerson Cabrera Paraiso
Fei Wu 0001
Flávia Maria Santoro
Franciszek Seredynski
Franck Cappello
Frédéric Vivien
Gagan Agrawal
George F. Riley
Georgios N. Yannakakis
Gudula Rünger
Hamido Fujita
Heming Zhang
Henri Casanova
Henrik Leopold
Hidehiko Masuhara
Hiroyuki Sato
Hongji Yang
Houqiang Li
Isabel Praça
J. Barrie Thompson
Jadwiga Indulska
James Noble 0001
Jan Mendling
Jano Moreira de Souza
Jianming Yong
Jie Wu 0001
Jinhui Tang
Juan M. Corchado
Julian Togelius
Jun Wei 0001
Jun Zhang
Junsong Yuan
Kai-Yuan Cai
Kalyan S. Perumalla
Keiichi Yasumoto
Lei Wang
Loris Marchal
Luciano García-Bañuelos
László Szirmay-Kalos
Makoto Ikeda
Makoto Takizawa 0001
Marco Bertini
Marco Vieira
Maria Cecília Calani Baranauskas
Mathias Weske
Meng Wang 0001
Michael J. Spivey
Michael Lang 0001
Michele Zorzi
Mike Preuss
Milene Selbach Silveira
Mohan Kumar
Ning Gu
Oscar H. Ibarra
Paolo Giorgini
Patrick Le Callet
Pawel Pawlewski
Perry R. Cook
Phokion G. Kolaitis
Prithviraj Banerjee
Rahat Iqbal
Rainer Schmidt 0001
Reiner Eschbach
Richang Hong
Richard Fujimoto
Richard W. Vuduc
Robert Hirschfeld
Roger B. Dannenberg
Satoshi Matsuoka
Sethuraman Panchanathan
Sheikh Iqbal Ahamed
Shih-Fu Chang
Simone Diniz Junqueira Barbosa
Simone Fischer-Hübner
Stan Matwin
Stephen John Turner
Svetha Venkatesh
T. H. Tse
Tae Hong Park
Taghi M. Khoshgoftaar
Thomas B. Moeslund
Thomas J. Schriber
Thomas Sikora
Thrasyvoulos N. Pappas
Tillal Eldabi
Tomoya Enokido
Tun Lu
Vasileios Mezaris
Vicente Julián
Viktor K. Prasanna
Vivek Sarkar
Vojtech Merunka
Volker Gruhn
Wayne J. Davis
Wei Tsang Ooi
Wei-Tek Tsai
Wil M. P. van der Aalst
Xiaodong Liu
Yeong-Ho Ha
Yi-Hsuan Yang
Yinsheng Li
Yo-Sub Han
Yueting Zhuang
Yves Robert
Zhi Jin
A Min Tjoa
Ales Horák
Ales Janota
Alica Kalasová
Andreas Krause 0001
Anoop Gupta
Arie Shoshani
Ba-Tuong Vo
Bin Fu
Bruno Schulze
Chanchal K. Roy
Chris D. Nugent
David Silver
David W. Binkley
David Z. Pan
Didier Stricker
Erik Blasch
Eyke Hüllermeier
Felix Govaers
Florentin Smarandache
Foutse Khomh
Frank Maurer
Guojun Lu
Gurindar S. Sohi
Huan Xu
Jason Weston
Jean-Jacques Quisquater
Jechang Jeong
Jerzy Mikulski
Jesús Ariel Carrasco-Ochoa
Jesús García 0001
Jirí Ajgl
Jonathan I. Maletic
José Francisco Martínez Trinidad
Juan M. Corchado
Jun Wang
Jun Zhu 0001
Karel Richta
Karl Granström
Kaushik Roy 0001
Kevin A. Schneider
Kotagiri Ramamohanarao
Lance M. Kaplan
Lei Wang
Luis Ceze
Luis Enrique Sucar
Luís Veiga
Mark Harman
Marten van Sinderen
Martin Pinzger 0001
Michael I. Jordan
Michael J. Pazzani
Onur Altintas
Paul Müller 0001
Pavel Rychlý
Pengyuan Liu
Premkumar T. Devanbu
Quan Pan
Rainer Schmidt 0001
Riccardo Rosati
Richard Beigel
Richard S. Zemel
Saket Saurabh 0001
Simon Buckingham Shum
Thomas B. Moeslund
Tibor Gyimóthy
Uwe D. Hanebeck
Valentina Dragos
William J. Dally
X. Rong Li
Yi Liu
Yi Wang
Yong Wang
Yong Yu 0001
Yongsheng Gao
Zhenhua Duan
Zuzana Neverilová
Achille Pattavina
Ahmed E. Kamal
Ahmed H. Tewfik
Alexander Meschtscherjakov
Altamiro Amadeu Susin
Ana L. N. Fred
Andreas F. Molisch
Andrew B. Kahng
Arjen P. de Vries
Bastian Pfleging
Biplab Sikdar
Bolin Ding
Branka Vucetic
Carolyn McGregor
Chandra R. Murthy
Charu C. Aggarwal
Christos V. Verikoukis
Dan Feng 0001
Deepak Agarwal
Derrick Wing Kwan Ng
Ellen M. Voorhees
Feifei Gao
Feifei Li 0001
Geert Leus
George K. Karagiannidis
Gerhard Widmer
Gopal Gupta
Gregory B. Newby
Guoqiang Mao
Hamid Jafarkhani
Hsin-Hsi Chen
Ian Soboroff
Ichiro Fujinaga
Inkyu Lee
J. Stephen Downie
Jaelson Castro
Jan Zdárek
Jeffrey G. Andrews
Jeffrey P. Bigham
Jens Lehmann 0001
Jerry Martin
Jesus Alonso-Zarate
Jesús Favela
Jiawei Han 0001
Jie Tang 0001
Jie Wu 0001
Jieping Ye
Joel J. P. C. Rodrigues
Johannes Gehrke
John M. Cioffi
Josef Weidendorfer
K. J. Ray Liu
Karen O. Egiazarian
Li-Chun Wang 0001
Lingyang Song
Luiz A. DaSilva
Maarten de Rijke
Magdalena Balazinska
Maged Elkashlan
Manuel V. Hermenegildo
Marco Danelutto
Martin Haenggi
Meinard Müller
Michele Zorzi
Min-You Wu
Mohamed F. Younis
Mohammad S. Obaidat
Mohammed Atiquzzaman
Mohammed Javeed Zaki
Nei Kato
Pedro Pereira Rodrigues
Peter J. Haas
Peter J. Stuckey
Phee Lep Yeoh
Raja S. Kushalnagar
Roberto Tinarelli
Rui Zhang 0006
Sachin S. Sapatnekar
Sameer K. Antani
Seppo Puuronen
Sergio Bampi
Shih-Chun Lin
Shmuel Tomi Klein
Song Ci
Stephan G. Lukosch
Sören Auer
Takashi Yamanoue
Theodore S. Rappaport
Thiemo Voigt
Thomas Magedanz
Tilmann Rabl
Torsten Felzer
Trevor Murphy
Vladimir V. Lukin
Wade Trappe
Walid Saad
Wanjiun Liao
Wei Fan 0001
Weihua Zhuang
Wolfgang Utschick
Xiang-Yang Li 0001
Xin Zhang
Xuemin Lin 0001
Xuemin Shen
Ying Jun Zhang
Ying Li
Yonina C. Eldar
Yu Zhang
Yuguang Fang
Yusheng Ji
Abhishek Jain 0002
Ahmad-Reza Sadeghi
Al Morton
Alberto Castellazzi
Alexey Melnikov
Alfred Menezes
Alois Potton
Amit Sahai
Anna Lysyanskaya
Anne Canteaut
Ari Juels
Arndt Bode
Benny Van Houdt
Benoît Libert
Bertram Poettering
Bo Yang 0003
Bogdan Warinschi
Brent Waters
Brian Haberman
Carlos Cid
Charanjit S. Jutla
Charles Oppenheim
Chris Peikert
Claudio Orlandi
Craig Gentry
David A. McGrew
David Cash
David Gomez-Barquero
David Pointcheval
David Thaler
Dongdai Lin
Douglas Stebila
Enrico Zanoni
Essam Ghadafi
Etienne E. Kerre
Francisco Herrera
Frederik Vercauteren
Gaudenzio Meneghesso
Gene Tsudik
Georg Fuchsbauer
Gilad Asharov
Gilles Barthe
Gunter Dueck
Hans Werner Meuer
Heung Mook Kim
Hoeteck Wee
Hugo Krawczyk
Hwajeong Seo
Hélène Frémont
Jean-Luc Danger
Jean-Michel Vinassa
Jesper Buus Nielsen
Jessica J. Fridrich
Jian Guo 0001
Jian Zhang
Jin-Kao Hao
Jintai Ding
Jonathan Katz
Joseph K. Liu
Joseph O'Rourke
Jun Wang
Keith McCloghrie
Lane A. Hemaspaandra
Leonid Reyzin
Ligang Zhou
Liqun Chen
Louis Kauffman
Manfred Broy
Manuel Barbosa
Marina Blanton
Marise Bafleur
Mark Manulis
Matteo Meneghini
Mauro Conti
Mehdi Tibouchi
Melissa Chase
Mihir Bellare
Mile K. Stojcev
Miomir Vukobratovic
Nathalie Labat
Nicola Delmonte
Olivier Briat
Paolo Cova
Paulo S. L. M. Barreto
Philippe Perdu
Radko Mesiar
Rahul Aggarwal
San Ling
Sebastian Faust
Sergey A. Solovyov
Shay Gueron
Srdjan Capkun
Steven D. Galbraith
Stewart Bryant
Subhamoy Maitra
Thorsten Kleinjung
Tsuyoshi Takagi
Vijay K. Gurbani
Vilém Novák
Vladimir Kolesnikov
Wil M. P. van der Aalst
Xavier Aymerich
Xiaoyun Wang 0001
Yehuda Lindell
Yevgeniy Dodis
Yi-Shao Lai
Yong Deng 0001
Yong Li
Yunlei Zhao
Ahmed E. Kamal
Ala I. Al-Fuqaha
Alex Acero
Alex Waibel
Alexander G. Hauptmann
Alexandre Allauzen
Alfred O. Hero III
Andrea Bianco
Andreas F. Molisch
Angelos Antonopoulos 0001
Arnold W. M. Smeulders
Babak Hassibi
Bashar Nuseibeh
Birgit Penzenstadler
Branka Vucetic
Byrav Ramamurthy
Caijun Zhong
Chaitali Chakrabarti
Chong-Yung Chi
Christian Federmann
Christopher Meek
Christos H. Papadimitriou
Christos V. Verikoukis
Claire Tomlin
David Callele
Depeng Jin
Derrick Wing Kwan Ng
Didier Dubois
Domenico Potena
Dusit Niyato
Eloy García
Emanuel A. P. Habets
Eric Horvitz
Farid Naït-Abdesselam
Feifei Gao
Feng Wu 0001
Frank H. P. Fitzek
Franz Hlawatsch
Geert Leus
George Awad
George K. Karagiannidis
Hamid Jafarkhani
Hans-Joachim Wunderlich
Hiroshi Ito 0001
Huazhong Yang
Huiming Wang
Hujun Yin
Iain B. Collings
Inkyu Lee
Ioannis Kompatsiaris
Ivan Dokmanic
Jacob Benesty
Jan Niehues
Jeffrey G. Andrews
Jie Li 0002
Jintao Wang
Joel J. P. C. Rodrigues
John M. Cioffi
John R. Hershey
John S. Baras
K. J. Ray Liu
Kaushik Roy 0001
Keshab K. Parhi
Krishnendu Chakrabarty
Kwang-Cheng Chen
Lin-Shan Lee
